dataset,method,contract,category,bugs,found,reward,bc_cov,first_bug,tokens
smartbugs,madfuzz,sm:0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4,reentrancy,0,0,22.67,0.5667,,2934
smartbugs,madfuzz,sm:0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1,reentrancy,0,0,30.91,0.7727,,2688
smartbugs,madfuzz,sm:0x4e73b32ed6c35f570686b89848e5f39f20ecc106,reentrancy,0,0,31.82,0.7955,,2652
smartbugs,madfuzz,sm:0x561eac93c92360949ab1f1403323e6db345cbf31,reentrancy,0,0,30.91,0.7727,,2766
smartbugs,madfuzz,sm:0x7a8721a9d64c74da899424c1b52acbf58ddc9782,reentrancy,0,0,24.0,0.6,,2706
smartbugs,madfuzz,sm:0x8c7777c45481dba411450c228cb692ac3d550344,reentrancy,0,0,28.57,0.7143,,3077
smartbugs,madfuzz,sm:0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b,reentrancy,0,0,32.5,0.8125,,2659
smartbugs,madfuzz,sm:0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8,reentrancy,0,0,31.82,0.7955,,2700
smartbugs,madfuzz,sm:0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,reentrancy,0,0,28.57,0.7143,,2535
smartbugs,madfuzz,sm:0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,reentrancy,0,0,22.67,0.5667,,2672
smartbugs,madfuzz,sm:0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,reentrancy,0,0,28.57,0.7143,,2627
smartbugs,madfuzz,sm:0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,reentrancy,0,0,29.17,0.7292,,3259
smartbugs,madfuzz,sm:reentrance,reentrancy,28,1,33.89,0.7222,33.0,2716
smartbugs,madfuzz,sm:reentrancy_bonus,reentrancy,88,1,81.43,0.7857,0.0,2738
smartbugs,madfuzz,sm:reentrancy_dao,reentrancy,0,0,30.0,0.75,,2551
smartbugs,madfuzz,sm:reentrancy_simple,reentrancy,0,0,28.57,0.7143,,2604
smartbugs,madfuzz,sm:simple_dao,reentrancy,0,0,28.0,0.7,,2606
smartbugs,madfuzz,sm:lotto,unchecked_low_level_calls,54,1,80.77,0.7692,0.0,2547
smartbugs,llmfuzz,sm:arbitrary_location_write_simple,access_control,0,0,41.67,0.6333,,259732
smartbugs,llmfuzz,sm:incorrect_constructor_name1,access_control,20,1,95.0,0.7143,0.0,208136
smartbugs,llmfuzz,sm:incorrect_constructor_name2,access_control,36,1,91.43,0.7143,0.0,215239
smartbugs,llmfuzz,sm:incorrect_constructor_name3,access_control,22,1,93.57,0.7143,6.0,212386
smartbugs,llmfuzz,sm:mapping_write,access_control,0,0,44.06,0.6562,,260339
smartbugs,llmfuzz,sm:multiowned_vulnerable,access_control,0,0,47.22,0.4444,,219498
smartbugs,llmfuzz,sm:parity_wallet_bug_2,access_control,0,0,17.28,0.3478,,511608
smartbugs,llmfuzz,sm:simple_suicide,access_control,100,1,70.0,0.5,0.0,206564
smartbugs,llmfuzz,sm:wallet_02_refund_nosub,access_control,0,0,48.93,0.6786,,237699
smartbugs,llmfuzz,sm:wallet_03_wrong_constructor,access_control,3,1,99.62,0.7692,58.0,237376
smartbugs,llmfuzz,sm:wallet_04_confused_sign,access_control,34,1,87.08,0.6667,1.0,272854
smartbugs,llmfuzz,sm:BECToken,arithmetic,0,0,32.98,0.5,,404644
smartbugs,llmfuzz,sm:token,arithmetic,43,1,30.0,0.5625,9.0,244351
smartbugs,llmfuzz,sm:tokensalechallenge,arithmetic,0,0,43.64,0.6364,,248181
smartbugs,llmfuzz,sm:0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f,reentrancy,0,0,42.5,0.5909,,275648
smartbugs,llmfuzz,sm:0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4,reentrancy,0,0,38.33,0.6333,,244721
smartbugs,llmfuzz,sm:0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1,reentrancy,0,0,37.05,0.6364,,273452
smartbugs,llmfuzz,sm:0x4e73b32ed6c35f570686b89848e5f39f20ecc106,reentrancy,0,0,47.27,0.6136,,271219
smartbugs,llmfuzz,sm:0x561eac93c92360949ab1f1403323e6db345cbf31,reentrancy,0,0,47.73,0.6364,,255042
smartbugs,llmfuzz,sm:0x7a8721a9d64c74da899424c1b52acbf58ddc9782,reentrancy,0,0,29.5,0.6,,241155
smartbugs,llmfuzz,sm:0x8c7777c45481dba411450c228cb692ac3d550344,reentrancy,0,0,33.93,0.6429,,264733
smartbugs,llmfuzz,sm:0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b,reentrancy,0,0,51.88,0.7917,,277028
smartbugs,llmfuzz,sm:0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8,reentrancy,0,0,49.32,0.5909,,259506
smartbugs,llmfuzz,sm:0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,reentrancy,0,0,37.5,0.6429,,251061
smartbugs,llmfuzz,sm:0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,reentrancy,0,0,47.0,0.6333,,244544
smartbugs,llmfuzz,sm:0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,reentrancy,0,0,26.79,0.5357,,266310
smartbugs,llmfuzz,sm:0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,reentrancy,0,0,48.12,0.75,,269522
smartbugs,llmfuzz,sm:reentrance,reentrancy,1,1,49.44,0.6667,81.0,235526
smartbugs,llmfuzz,sm:reentrancy_bonus,reentrancy,82,1,102.14,0.7857,0.0,247391
smartbugs,llmfuzz,sm:reentrancy_dao,reentrancy,1,1,103.33,0.75,83.0,223592
smartbugs,llmfuzz,sm:reentrancy_simple,reentrancy,9,1,102.14,0.7143,1.0,243650
smartbugs,llmfuzz,sm:simple_dao,reentrancy,0,0,53.5,0.7,,239209
smartbugs,llmfuzz,sm:lotto,unchecked_low_level_calls,25,1,111.54,0.7692,1.0,233230
smartbugs,sscfuzz,sm:arbitrary_location_write_simple,access_control,0,0,54.93,0.7333,,232293
smartbugs,sscfuzz,sm:incorrect_constructor_name1,access_control,40,1,100.86,0.7143,2.0,185058
smartbugs,sscfuzz,sm:incorrect_constructor_name2,access_control,31,1,100.29,0.7143,0.0,194012
smartbugs,sscfuzz,sm:incorrect_constructor_name3,access_control,25,1,99.14,0.7143,1.0,174794
smartbugs,sscfuzz,sm:mapping_write,access_control,0,0,53.0,0.75,,238364
smartbugs,sscfuzz,sm:multiowned_vulnerable,access_control,4,1,104.67,0.7778,20.0,222395
smartbugs,sscfuzz,sm:parity_wallet_bug_2,access_control,0,0,28.78,0.5036,,476056
smartbugs,sscfuzz,sm:simple_suicide,access_control,89,1,86.0,0.5,0.0,187165
smartbugs,sscfuzz,sm:wallet_02_refund_nosub,access_control,1,1,92.57,0.6786,44.0,221893
smartbugs,sscfuzz,sm:wallet_03_wrong_constructor,access_control,0,0,56.62,0.6923,,225813
smartbugs,sscfuzz,sm:wallet_04_confused_sign,access_control,13,1,92.67,0.6667,10.0,210764
smartbugs,sscfuzz,sm:BECToken,arithmetic,0,0,33.69,0.5385,,351833
smartbugs,sscfuzz,sm:token,arithmetic,58,1,52.5,0.6875,0.0,214030
smartbugs,sscfuzz,sm:tokensalechallenge,arithmetic,14,1,62.82,0.7727,0.0,248503
smartbugs,sscfuzz,sm:0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f,reentrancy,0,0,43.09,0.6818,,218232
smartbugs,sscfuzz,sm:0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4,reentrancy,0,0,47.2,0.7,,199184
smartbugs,sscfuzz,sm:0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1,reentrancy,0,0,56.91,0.7955,,237705
smartbugs,sscfuzz,sm:0x4e73b32ed6c35f570686b89848e5f39f20ecc106,reentrancy,0,0,48.73,0.8182,,223838
smartbugs,sscfuzz,sm:0x561eac93c92360949ab1f1403323e6db345cbf31,reentrancy,0,0,49.09,0.7727,,225265
smartbugs,sscfuzz,sm:0x7a8721a9d64c74da899424c1b52acbf58ddc9782,reentrancy,0,0,42.4,0.7,,233205
smartbugs,sscfuzz,sm:0x8c7777c45481dba411450c228cb692ac3d550344,reentrancy,0,0,34.86,0.7143,,222917
smartbugs,sscfuzz,sm:0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b,reentrancy,0,0,53.67,0.7917,,222430
smartbugs,sscfuzz,sm:0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8,reentrancy,0,0,53.27,0.7727,,252922
smartbugs,sscfuzz,sm:0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,reentrancy,0,0,58.29,0.7143,,233265
smartbugs,sscfuzz,sm:0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,reentrancy,0,0,41.6,0.7,,222305
smartbugs,sscfuzz,sm:0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,reentrancy,0,0,42.57,0.7143,,217589
smartbugs,sscfuzz,sm:0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,reentrancy,0,0,54.17,0.8125,,254941
smartbugs,sscfuzz,sm:reentrance,reentrancy,17,1,57.67,0.7778,4.0,218959
smartbugs,sscfuzz,sm:reentrancy_bonus,reentrancy,79,1,103.14,0.7857,0.0,232064
smartbugs,sscfuzz,sm:reentrancy_dao,reentrancy,0,0,54.0,0.75,,196578
smartbugs,sscfuzz,sm:reentrancy_simple,reentrancy,7,1,101.43,0.7143,0.0,214060
smartbugs,sscfuzz,sm:simple_dao,reentrancy,0,0,46.0,0.7,,227958
smartbugs,sscfuzz,sm:lotto,unchecked_low_level_calls,33,1,103.54,0.7692,1.0,196821
