,1,2,3,4-5,6+
1,4.102564102564102,0.0,0.0,0.0,0.0
2-3,6.781609195402299,10.877416613554281,5.547150781643974,0.0,0.0
4-5,5.412371134020619,13.718070009460737,18.207282913165265,4.787904241915162,0.0
6-8,10.335195530726256,28.07017543859649,39.787798408488065,8.247978436657682,3.7246581801037246
9+,6.566104702750665,15.007112375533428,28.37055417700579,8.569353667392884,5.917035165297958
