baseline,d_cov_mean,d_cov_median,wilcoxon_p,cliffs_delta_cov,bug_sscfuzz_only,bug_baseline_only,mcnemar_p
RandomFuzz,0.041043103448275775,0.09499999999999986,0.0003486153294324981,0.23692033293697978,12,2,0.012939453125
FinanceFuzz,0.21765344827586208,0.25115,4.7907688847920204e-11,0.5725326991676576,21,5,0.002493917942047119
RLFuzz,-0.03283793103448285,-0.005900000000000016,9.895279614262948e-06,-0.09780023781212842,4,4,1.0
MADFuzz,-0.0017706896551723528,0.026549999999999963,0.6602318133804959,0.007134363852556481,4,2,0.6875
LLMFuzz,0.10343620689655175,0.10304999999999997,8.799524620293248e-09,0.3397740784780024,8,3,0.2265625
